# step Etot Epot T p 
3961 -8893.9215 -8893.9215 0.0 465.7368 
3962 -8899.1664 -8899.1664 0.0 466.5096 
3963 -8894.2676 -8894.2676 0.0 466.8548 
3964 -8899.4708 -8899.4708 0.0 466.6306 
3965 -8899.4195 -8899.4195 0.0 466.6723 
3966 -8899.4704 -8899.4704 0.0 466.635 
3967 -8899.4708 -8899.4708 0.0 466.6311 
3968 -8899.4708 -8899.4708 0.0 466.631 
3969 -8899.4708 -8899.4708 0.0 466.6311 
3970 -8891.8004 -8891.8004 0.0 468.477 
3971 -8899.7143 -8899.7143 0.0 466.9642 
3972 -8891.0843 -8891.0843 0.0 468.9073 
3973 -8899.9673 -8899.9673 0.0 467.3074 
3974 -8899.9652 -8899.9652 0.0 467.2739 
3975 -8899.9673 -8899.9673 0.0 467.3041 
3976 -8899.9673 -8899.9673 0.0 467.307 
3977 -8887.7811 -8887.7811 0.0 465.3172 
3978 -8900.192 -8900.192 0.0 467.1413 
3979 -8886.1308 -8886.1308 0.0 463.5837 
3980 -8900.4083 -8900.4083 0.0 466.8257 
3981 -8889.1621 -8889.1621 0.0 466.2276 
3982 -8900.6235 -8900.6235 0.0 466.8194 
3983 -8891.8672 -8891.8672 0.0 467.2185 
3984 -8900.8464 -8900.8464 0.0 466.9331 
3985 -8900.7576 -8900.7576 0.0 466.995 
3986 -8900.8458 -8900.8458 0.0 466.9396 
3987 -8900.8464 -8900.8464 0.0 466.9338 
3988 -8900.8464 -8900.8464 0.0 466.9335 
3989 -8900.8464 -8900.8464 0.0 466.9338 
3990 -8893.511 -8893.511 0.0 467.4889 
3991 -8901.0776 -8901.0776 0.0 467.073 
3992 -8895.045 -8895.045 0.0 466.7232 
3993 -8901.3298 -8901.3298 0.0 467.0731 
3994 -8895.5629 -8895.5629 0.0 466.7179 
3995 -8901.5771 -8901.5771 0.0 467.077 
3996 -8895.8635 -8895.8635 0.0 463.4511 
3997 -8901.8226 -8901.8226 0.0 466.5306 
3998 -8895.2323 -8895.2323 0.0 467.1736 
3999 -8902.0487 -8902.0487 0.0 466.6962 
4000 -8895.873 -8895.873 0.0 467.9398 
4001 -8902.2948 -8902.2948 0.0 466.9649 
4002 -8896.1776 -8896.1776 0.0 469.7387 
4003 -8902.5535 -8902.5535 0.0 467.4928 
4004 -8893.7293 -8893.7293 0.0 463.3261 
4005 -8902.7721 -8902.7721 0.0 466.998 
4006 -8902.6819 -8902.6819 0.0 466.6687 
4007 -8902.7713 -8902.7713 0.0 466.9655 
4008 -8902.7721 -8902.7721 0.0 466.9948 
4009 -8902.7721 -8902.7721 0.0 466.9952 
4010 -8902.7721 -8902.7721 0.0 466.9955 
4011 -8902.7721 -8902.7721 0.0 466.9952 
4012 -8892.8554 -8892.8554 0.0 468.1496 
4013 -8902.9926 -8902.9926 0.0 467.2161 
4014 -8902.8924 -8902.8924 0.0 467.3533 
4015 -8902.9914 -8902.9914 0.0 467.2305 
4016 -8902.9927 -8902.9927 0.0 467.2176 
4017 -8902.9926 -8902.9926 0.0 467.2174 
4018 -8902.9927 -8902.9927 0.0 467.2176 
4019 -8894.0794 -8894.0794 0.0 464.4153 
4020 -8903.2106 -8903.2106 0.0 466.9116 
4021 -8903.1197 -8903.1197 0.0 466.702 
4022 -8903.2095 -8903.2095 0.0 466.8912 
4023 -8903.2106 -8903.2106 0.0 466.9096 
4024 -8903.2106 -8903.2106 0.0 466.9112 
4025 -8903.2106 -8903.2106 0.0 466.911 
4026 -8903.2106 -8903.2106 0.0 466.9112 
4027 -8895.6542 -8895.6542 0.0 464.8013 
4028 -8903.4257 -8903.4257 0.0 466.6728 
4029 -8903.3486 -8903.3486 0.0 466.5192 
4030 -8903.4244 -8903.4244 0.0 466.658 
4031 -8903.4256 -8903.4256 0.0 466.6713 
4032 -8903.4256 -8903.4256 0.0 466.6726 
4033 -8903.4257 -8903.4257 0.0 466.6728 
4034 -8897.1612 -8897.1612 0.0 464.1978 
4035 -8903.6499 -8903.6499 0.0 466.3459 
4036 -8903.5857 -8903.5857 0.0 466.1604 
4037 -8903.6495 -8903.6495 0.0 466.3276 
4038 -8903.65 -8903.65 0.0 466.3441 
4039 -8903.6499 -8903.6499 0.0 466.3444 
4040 -8903.65 -8903.65 0.0 466.3441 
4041 -8897.8768 -8897.8768 0.0 467.8212 
4042 -8903.8688 -8903.8688 0.0 466.6393 
4043 -8903.8097 -8903.8097 0.0 466.7849 
4044 -8903.8683 -8903.8683 0.0 466.6542 
4045 -8903.8688 -8903.8688 0.0 466.6408 
4046 -8903.8688 -8903.8688 0.0 466.6395 
4047 -8903.8688 -8903.8688 0.0 466.6393 
4048 -8899.2498 -8899.2498 0.0 466.2157 
4049 -8904.1103 -8904.1103 0.0 466.6201 
4050 -8904.0614 -8904.0614 0.0 466.6034 
4051 -8904.1098 -8904.1098 0.0 466.6186 
4052 -8904.1101 -8904.1101 0.0 466.62 
4053 -8904.1103 -8904.1103 0.0 466.6201 
4054 -8904.1103 -8904.1103 0.0 466.6201 
4055 -8900.4819 -8900.4819 0.0 467.5937 
4056 -8904.3771 -8904.3771 0.0 466.8827 
4057 -8904.3385 -8904.3385 0.0 466.9746 
4058 -8904.3769 -8904.3769 0.0 466.892 
4059 -8904.3772 -8904.3772 0.0 466.8837 
4060 -8904.3772 -8904.3772 0.0 466.8836 
4061 -8900.9245 -8900.9245 0.0 468.327 
4062 -8904.6486 -8904.6486 0.0 467.2514 
4063 -8904.6117 -8904.6117 0.0 467.3796 
4064 -8904.6481 -8904.6481 0.0 467.2645 
4065 -8904.6486 -8904.6486 0.0 467.2527 
4066 -8901.693 -8901.693 0.0 464.6432 
4067 -8904.9465 -8904.9465 0.0 466.7112 
4068 -8904.914 -8904.914 0.0 466.5238 
4069 -8904.9462 -8904.9462 0.0 466.6927 
4070 -8904.9465 -8904.9465 0.0 466.7091 
4071 -8904.9465 -8904.9465 0.0 466.7112 
4072 -8901.7686 -8901.7686 0.0 466.0374 
4073 -8905.2413 -8905.2413 0.0 466.6263 
4074 -8905.2063 -8905.2063 0.0 466.5886 
4075 -8905.2411 -8905.2411 0.0 466.6227 
4076 -8905.2413 -8905.2413 0.0 466.6258 
4077 -8901.3428 -8901.3428 0.0 465.1316 
4078 -8905.5033 -8905.5033 0.0 466.3957 
4079 -8905.4614 -8905.4614 0.0 466.2946 
4080 -8905.5028 -8905.5028 0.0 466.3859 
4081 -8905.5033 -8905.5033 0.0 466.3947 
4082 -8905.5033 -8905.5033 0.0 466.3955 
4083 -8905.5033 -8905.5033 0.0 466.3957 
4084 -8900.5685 -8900.5685 0.0 468.3385 
4085 -8905.7328 -8905.7328 0.0 466.806 
4086 -8905.6806 -8905.6806 0.0 466.99 
4087 -8905.7321 -8905.7321 0.0 466.8248 
4088 -8905.7329 -8905.7329 0.0 466.8078 
4089 -8905.7329 -8905.7329 0.0 466.8076 
4090 -8905.7329 -8905.7329 0.0 466.8078 
4091 -8900.4086 -8900.4086 0.0 466.304 
4092 -8905.9495 -8905.9495 0.0 466.797 
4093 -8905.893 -8905.893 0.0 466.7814 
4094 -8905.949 -8905.949 0.0 466.7957 
4095 -8905.9494 -8905.9494 0.0 466.7969 
4096 -8905.9495 -8905.9495 0.0 466.797 
4097 -8905.9495 -8905.9495 0.0 466.797 
4098 -8905.9495 -8905.9495 0.0 466.797 
4099 -8901.1501 -8901.1501 0.0 466.8565 
4100 -8906.1777 -8906.1777 0.0 466.8811 
4101 -8906.1282 -8906.1282 0.0 466.9095 
4102 -8906.1775 -8906.1775 0.0 466.8842 
4103 -8906.1776 -8906.1776 0.0 466.8815 
4104 -8906.1777 -8906.1777 0.0 466.8812 
4105 -8906.1777 -8906.1777 0.0 466.8812 
4106 -8906.1777 -8906.1777 0.0 466.8812 
4107 -8906.1777 -8906.1777 0.0 466.8812 
4108 -8900.6782 -8900.6782 0.0 465.7556 
4109 -8906.3797 -8906.3797 0.0 466.772 
4110 -8906.3239 -8906.3239 0.0 466.7031 
4111 -8906.379 -8906.379 0.0 466.7656 
4112 -8906.3797 -8906.3797 0.0 466.7714 
4113 -8906.3797 -8906.3797 0.0 466.7715 
4114 -8906.3797 -8906.3797 0.0 466.7714 
4115 -8901.6526 -8901.6526 0.0 462.8806 
4116 -8906.5936 -8906.5936 0.0 466.1729 
4117 -8906.545 -8906.545 0.0 465.8739 
4118 -8906.5933 -8906.5933 0.0 466.1432 
4119 -8906.5938 -8906.5938 0.0 466.1699 
4120 -8906.5938 -8906.5938 0.0 466.1702 
4121 -8906.5938 -8906.5938 0.0 466.1704 
4122 -8903.1283 -8903.1283 0.0 468.3537 
4123 -8906.845 -8906.845 0.0 466.697 
4124 -8903.0942 -8903.0942 0.0 465.7756 
4125 -8907.085 -8907.085 0.0 466.5893 
4126 -8907.045 -8907.045 0.0 466.5351 
4127 -8907.0843 -8907.0843 0.0 466.5843 
4128 -8907.085 -8907.085 0.0 466.5888 
4129 -8907.0849 -8907.0849 0.0 466.5889 
4130 -8907.085 -8907.085 0.0 466.5888 
4131 -8903.363 -8903.363 0.0 468.3705 
4132 -8907.3198 -8907.3198 0.0 467.0128 
4133 -8907.2804 -8907.2804 0.0 467.1762 
4134 -8907.3195 -8907.3195 0.0 467.0294 
4135 -8907.3198 -8907.3198 0.0 467.0144 
4136 -8907.3198 -8907.3198 0.0 467.0143 
4137 -8907.3198 -8907.3198 0.0 467.0141 
4138 -8907.3198 -8907.3198 0.0 467.0143 
4139 -8902.7556 -8902.7556 0.0 463.808 
4140 -8907.5225 -8907.5225 0.0 466.54 
4141 -8907.4754 -8907.4754 0.0 466.2986 
4142 -8907.5221 -8907.5221 0.0 466.5161 
4143 -8907.5225 -8907.5225 0.0 466.5376 
4144 -8907.5225 -8907.5225 0.0 466.5397 
4145 -8907.5225 -8907.5225 0.0 466.5395 
4146 -8907.5225 -8907.5225 0.0 466.5397 
4147 -8903.7986 -8903.7986 0.0 465.1351 
4148 -8907.7496 -8907.7496 0.0 466.3426 
4149 -8907.7111 -8907.7111 0.0 466.2494 
4150 -8907.749 -8907.749 0.0 466.3337 
4151 -8907.7495 -8907.7495 0.0 466.3417 
4152 -8907.7495 -8907.7495 0.0 466.3425 
4153 -8907.7496 -8907.7496 0.0 466.3426 
4154 -8904.5759 -8904.5759 0.0 463.4597 
4155 -8907.9919 -8907.9919 0.0 465.8095 
4156 -8907.9577 -8907.9577 0.0 465.5992 
4157 -8907.9914 -8907.9914 0.0 465.7888 
4158 -8907.992 -8907.992 0.0 465.8073 
4159 -8907.992 -8907.992 0.0 465.8075 
4160 -8907.9919 -8907.9919 0.0 465.8078 
4161 -8907.992 -8907.992 0.0 465.8075 
4162 -8904.9581 -8904.9581 0.0 465.0156 
4163 -8908.2202 -8908.2202 0.0 465.7116 
4164 -8905.383 -8905.383 0.0 467.7942 
4165 -8908.4418 -8908.4418 0.0 466.2197 
4166 -8906.5754 -8906.5754 0.0 466.7337 
4167 -8908.6938 -8908.6938 0.0 466.4181 
4168 -8908.6733 -8908.6733 0.0 466.4666 
4169 -8908.6935 -8908.6935 0.0 466.4232 
4170 -8908.6937 -8908.6937 0.0 466.4187 
4171 -8907.3661 -8907.3661 0.0 466.861 
4172 -8908.9663 -8908.9663 0.0 466.6123 
4173 -8908.9507 -8908.9507 0.0 466.651 
4174 -8908.9662 -8908.9662 0.0 466.6163 
4175 -8908.9664 -8908.9664 0.0 466.6127 
4176 -8908.9663 -8908.9663 0.0 466.6127 
4177 -8908.9664 -8908.9664 0.0 466.6127 
4178 -8907.7672 -8907.7672 0.0 464.4344 
4179 -8909.2373 -8909.2373 0.0 466.0214 
4180 -8909.2222 -8909.2222 0.0 465.8761 
4181 -8909.2371 -8909.2371 0.0 466.007 
4182 -8909.2374 -8909.2374 0.0 466.0199 
4183 -8909.2373 -8909.2373 0.0 466.0201 
4184 -8909.2374 -8909.2374 0.0 466.0199 
4185 -8908.0844 -8908.0844 0.0 464.5619 
4186 -8909.5047 -8909.5047 0.0 465.6412 
4187 -8909.4907 -8909.4907 0.0 465.5461 
4188 -8909.5045 -8909.5045 0.0 465.6318 
4189 -8909.5047 -8909.5047 0.0 465.6402 
4190 -8908.6932 -8908.6932 0.0 463.0554 
4191 -8909.8004 -8909.8004 0.0 464.8235 
4192 -8909.7891 -8909.7891 0.0 464.6579 
4193 -8909.8005 -8909.8005 0.0 464.807 
4194 -8909.8006 -8909.8006 0.0 464.812 
4195 -8909.8006 -8909.8006 0.0 464.8138 
4196 -8909.8006 -8909.8006 0.0 464.812 
4197 -8909.0269 -8909.0269 0.0 464.1208 
4198 -8910.0966 -8910.0966 0.0 464.64 
4199 -8910.086 -8910.086 0.0 464.5994 
4200 -8910.0964 -8910.0964 0.0 464.6361 
4201 -8910.0968 -8910.0968 0.0 464.6396 
4202 -8908.9958 -8908.9958 0.0 464.213 
4203 -8910.3713 -8910.3713 0.0 464.5782 
4204 -8910.3577 -8910.3577 0.0 464.5558 
4205 -8910.3712 -8910.3712 0.0 464.5761 
4206 -8910.3712 -8910.3712 0.0 464.5779 
4207 -8909.3479 -8909.3479 0.0 464.8617 
4208 -8910.6623 -8910.6623 0.0 464.7446 
4209 -8910.6492 -8910.6492 0.0 464.7708 
4210 -8910.6623 -8910.6623 0.0 464.7473 
4211 -8909.6112 -8909.6112 0.0 464.1635 
4212 -8910.9599 -8910.9599 0.0 464.6434 
4213 -8910.9463 -8910.9463 0.0 464.6113 
4214 -8910.9602 -8910.9602 0.0 464.6401 
4215 -8910.96 -8910.96 0.0 464.6409 
4216 -8910.9602 -8910.9602 0.0 464.6401 
4217 -8909.5515 -8909.5515 0.0 463.4372 
4218 -8911.2275 -8911.2275 0.0 464.38 
4219 -8911.2113 -8911.2113 0.0 464.3042 
4220 -8911.2277 -8911.2277 0.0 464.3725 
4221 -8911.2276 -8911.2276 0.0 464.3749 
4222 -8911.2277 -8911.2277 0.0 464.3724 
4223 -8910.2023 -8910.2023 0.0 462.6242 
4224 -8911.5201 -8911.5201 0.0 463.8931 
4225 -8911.5063 -8911.5063 0.0 463.7819 
4226 -8911.5199 -8911.5199 0.0 463.8821 
4227 -8911.52 -8911.52 0.0 463.892 
4228 -8911.5201 -8911.5201 0.0 463.893 
4229 -8911.5201 -8911.5201 0.0 463.8932 
4230 -8910.7372 -8910.7372 0.0 462.3491 
4231 -8911.8343 -8911.8343 0.0 463.4336 
4232 -8911.8242 -8911.8242 0.0 463.338 
4233 -8911.8343 -8911.8343 0.0 463.4242 
4234 -8911.2882 -8911.2882 0.0 463.2994 
4235 -8912.1608 -8912.1608 0.0 463.4521 
4236 -8912.1526 -8912.1526 0.0 463.4478 
4237 -8912.161 -8912.161 0.0 463.4516 
4238 -8912.1609 -8912.1609 0.0 463.4518 
4239 -8912.161 -8912.161 0.0 463.4516 
4240 -8911.7194 -8911.7194 0.0 462.8505 
4241 -8912.4947 -8912.4947 0.0 463.2858 
4242 -8912.4883 -8912.4883 0.0 463.2517 
4243 -8912.4947 -8912.4947 0.0 463.2825 
4244 -8912.4948 -8912.4948 0.0 463.2848 
4245 -8912.3179 -8912.3179 0.0 463.1984 
4246 -8912.873 -8912.873 0.0 463.3154 
4247 -8912.8677 -8912.8677 0.0 463.3113 
4248 -8912.8725 -8912.8725 0.0 463.3153 
4249 -8912.873 -8912.873 0.0 463.3154 
4250 -8912.873 -8912.873 0.0 463.3154 
4251 -8912.6611 -8912.6611 0.0 463.1992 
4252 -8913.2344 -8913.2344 0.0 463.3325 
4253 -8913.2285 -8913.2285 0.0 463.3271 
4254 -8913.2343 -8913.2343 0.0 463.3321 
4255 -8913.2344 -8913.2344 0.0 463.3325 
4256 -8913.2344 -8913.2344 0.0 463.3325 
4257 -8912.9751 -8912.9751 0.0 462.6736 
4258 -8913.5772 -8913.5772 0.0 463.1138 
4259 -8913.5719 -8913.5719 0.0 463.0772 
4260 -8913.5773 -8913.5773 0.0 463.1101 
4261 -8913.5771 -8913.5771 0.0 463.1111 
4262 -8913.5773 -8913.5773 0.0 463.1101 
4263 -8913.354 -8913.354 0.0 462.3228 
4264 -8913.9147 -8913.9147 0.0 462.8272 
4265 -8913.9097 -8913.9097 0.0 462.7836 
4266 -8913.9151 -8913.9151 0.0 462.8227 
4267 -8913.9151 -8913.9151 0.0 462.8232 
4268 -8913.9151 -8913.9151 0.0 462.8236 
4269 -8913.915 -8913.915 0.0 462.824 
4270 -8913.9151 -8913.9151 0.0 462.8236 
4271 -8913.6896 -8913.6896 0.0 462.1783 
4272 -8914.2483 -8914.2483 0.0 462.602 
4273 -8914.2434 -8914.2434 0.0 462.5663 
4274 -8914.2481 -8914.2481 0.0 462.5986 
4275 -8914.2483 -8914.2483 0.0 462.6016 
4276 -8914.2483 -8914.2483 0.0 462.602 
4277 -8913.8118 -8913.8118 0.0 462.152 
4278 -8914.5485 -8914.5485 0.0 462.4845 
4279 -8914.5411 -8914.5411 0.0 462.4596 
4280 -8914.5482 -8914.5482 0.0 462.4821 
4281 -8914.5485 -8914.5485 0.0 462.4842 
4282 -8914.5485 -8914.5485 0.0 462.4845 
4283 -8913.82 -8913.82 0.0 461.3761 
4284 -8914.8018 -8914.8018 0.0 462.1658 
4285 -8914.7919 -8914.7919 0.0 462.0966 
4286 -8914.8015 -8914.8015 0.0 462.159 
4287 -8914.8017 -8914.8017 0.0 462.1651 
4288 -8914.8018 -8914.8018 0.0 462.1658 
4289 -8914.2532 -8914.2532 0.0 462.9517 
4290 -8915.0685 -8915.0685 0.0 462.5052 
4291 -8915.0608 -8915.0608 0.0 462.558 
4292 -8915.0686 -8915.0686 0.0 462.5105 
4293 -8915.0686 -8915.0686 0.0 462.5091 
4294 -8914.6461 -8914.6461 0.0 463.6418 
4295 -8915.3471 -8915.3471 0.0 462.9993 
4296 -8915.3398 -8915.3398 0.0 463.0713 
4297 -8915.3471 -8915.3471 0.0 463.0066 
4298 -8915.3471 -8915.3471 0.0 463.0005 
4299 -8914.4748 -8914.4748 0.0 462.6534 
4300 -8915.5718 -8915.5718 0.0 462.9473 
4301 -8915.5605 -8915.5605 0.0 462.9292 
4302 -8915.5714 -8915.5714 0.0 462.9458 
4303 -8915.5718 -8915.5718 0.0 462.9472 
4304 -8914.8121 -8914.8121 0.0 464.7701 
4305 -8915.8064 -8915.8064 0.0 463.601 
4306 -8915.7972 -8915.7972 0.0 463.7283 
4307 -8915.8063 -8915.8063 0.0 463.6138 
4308 -8915.8064 -8915.8064 0.0 463.6023 
4309 -8915.2201 -8915.2201 0.0 463.0335 
4310 -8916.0635 -8916.0635 0.0 463.4597 
4311 -8915.5707 -8915.5707 0.0 462.6982 
4312 -8916.3369 -8916.3369 0.0 463.2364 
4313 -8915.5153 -8915.5153 0.0 464.2799 
4314 -8916.5757 -8916.5757 0.0 463.6343 
4315 -8915.7058 -8915.7058 0.0 464.3107 
4316 -8916.8142 -8916.8142 0.0 463.9101 
4317 -8916.2084 -8916.2084 0.0 465.0319 
4318 -8917.0875 -8917.0875 0.0 464.3746 
4319 -8917.079 -8917.079 0.0 464.4506 
4320 -8917.0875 -8917.0875 0.0 464.3823 
4321 -8917.0875 -8917.0875 0.0 464.3768 
4322 -8915.8731 -8915.8731 0.0 463.1272 
4323 -8917.306 -8917.306 0.0 464.0904 
4324 -8917.2926 -8917.2926 0.0 464.0086 
4325 -8917.3059 -8917.3059 0.0 464.0824 
4326 -8917.306 -8917.306 0.0 464.0896 
4327 -8917.306 -8917.306 0.0 464.0904 
4328 -8915.7066 -8915.7066 0.0 464.6289 
4329 -8917.5128 -8917.5128 0.0 464.294 
4330 -8917.4954 -8917.4954 0.0 464.3452 
4331 -8917.5127 -8917.5127 0.0 464.2993 
4332 -8917.5128 -8917.5128 0.0 464.2946 
4333 -8915.4784 -8915.4784 0.0 464.9289 
4334 -8917.7054 -8917.7054 0.0 464.5054 
4335 -8917.6826 -8917.6826 0.0 464.569 
4336 -8917.7047 -8917.7047 0.0 464.5122 
4337 -8917.7054 -8917.7054 0.0 464.5061 
4338 -8917.7054 -8917.7054 0.0 464.506 
4339 -8917.7054 -8917.7054 0.0 464.5061 
4340 -8916.1126 -8916.1126 0.0 464.0166 
4341 -8917.9212 -8917.9212 0.0 464.4501 
4342 -8917.9026 -8917.9026 0.0 464.4251 
4343 -8917.921 -8917.921 0.0 464.4477 
4344 -8917.9212 -8917.9212 0.0 464.4498 
4345 -8916.3409 -8916.3409 0.0 465.7328 
4346 -8918.1359 -8918.1359 0.0 464.852 
4347 -8918.1178 -8918.1178 0.0 464.9584 
4348 -8918.1356 -8918.1356 0.0 464.8628 
4349 -8918.1358 -8918.1358 0.0 464.8531 
4350 -8916.473 -8916.473 0.0 465.2883 
4351 -8918.3481 -8918.3481 0.0 465.0347 
4352 -8918.3304 -8918.3304 0.0 465.0789 
4353 -8918.348 -8918.348 0.0 465.0394 
4354 -8918.3482 -8918.3482 0.0 465.0352 
4355 -8917.0934 -8917.0934 0.0 465.4249 
4356 -8918.5824 -8918.5824 0.0 465.22 
4357 -8918.5678 -8918.5678 0.0 465.2573 
4358 -8918.5824 -8918.5824 0.0 465.2238 
4359 -8918.5825 -8918.5825 0.0 465.222 
4360 -8918.5825 -8918.5825 0.0 465.2216 
4361 -8918.5826 -8918.5826 0.0 465.2215 
4362 -8918.5825 -8918.5825 0.0 465.2213 
4363 -8918.5826 -8918.5826 0.0 465.2214 
4364 -8917.1522 -8917.1522 0.0 465.8644 
4365 -8918.7898 -8918.7898 0.0 465.4604 
4366 -8917.6177 -8917.6177 0.0 467.5907 
4367 -8919.0126 -8919.0126 0.0 466.141 
4368 -8918.0454 -8918.0454 0.0 468.0584 
4369 -8919.2535 -8919.2535 0.0 466.8072 
4370 -8918.3435 -8918.3435 0.0 467.0203 
4371 -8919.509 -8919.509 0.0 466.9483 
4372 -8918.3419 -8918.3419 0.0 468.4038 
4373 -8919.7451 -8919.7451 0.0 467.446 
4374 -8919.7322 -8919.7322 0.0 467.5576 
4375 -8919.7451 -8919.7451 0.0 467.4573 
4376 -8919.7452 -8919.7452 0.0 467.4521 
4377 -8919.7452 -8919.7452 0.0 467.4506 
4378 -8919.7452 -8919.7452 0.0 467.4499 
4379 -8919.7452 -8919.7452 0.0 467.4495 
4380 -8919.7452 -8919.7452 0.0 467.4491 
4381 -8919.7452 -8919.7452 0.0 467.4495 
4382 -8918.6708 -8918.6708 0.0 468.8673 
4383 -8919.9933 -8919.9933 0.0 467.953 
4384 -8918.3046 -8918.3046 0.0 469.0775 
4385 -8920.1852 -8920.1852 0.0 468.2959 
4386 -8920.1667 -8920.1667 0.0 468.3935 
4387 -8920.185 -8920.185 0.0 468.3058 
4388 -8920.1852 -8920.1852 0.0 468.2968 
4389 -8920.1853 -8920.1853 0.0 468.2967 
4390 -8920.1852 -8920.1852 0.0 468.2967 
4391 -8920.1853 -8920.1853 0.0 468.2967 
4392 -8919.1956 -8919.1956 0.0 469.8908 
4393 -8920.4162 -8920.4162 0.0 468.8498 
4394 -8920.2689 -8920.2689 0.0 470.5111 
4395 -8920.8103 -8920.8103 0.0 469.6851 
4396 -8920.4649 -8920.4649 0.0 469.9058 
4397 -8921.1577 -8921.1577 0.0 469.8448 
4398 -8921.1516 -8921.1516 0.0 469.8593 
4399 -8921.1578 -8921.1578 0.0 469.8463 
4400 -8921.1577 -8921.1577 0.0 469.8459 
4401 -8921.1578 -8921.1578 0.0 469.8463 
4402 -8920.7012 -8920.7012 0.0 469.0232 
4403 -8921.4721 -8921.4721 0.0 469.5926 
4404 -8921.4637 -8921.4637 0.0 469.5455 
4405 -8921.472 -8921.472 0.0 469.5879 
4406 -8921.4721 -8921.4721 0.0 469.592 
4407 -8921.4721 -8921.4721 0.0 469.5926 
4408 -8920.6822 -8920.6822 0.0 469.7502 
4409 -8921.7362 -8921.7362 0.0 469.7093 
4410 -8921.726 -8921.726 0.0 469.7247 
4411 -8921.7361 -8921.7361 0.0 469.711 
4412 -8921.7362 -8921.7362 0.0 469.7095 
4413 -8921.3178 -8921.3178 0.0 470.0118 
4414 -8922.0438 -8922.0438 0.0 469.8883 
4415 -8922.036 -8922.036 0.0 469.9093 
4416 -8922.0438 -8922.0438 0.0 469.8905 
4417 -8921.7465 -8921.7465 0.0 471.1646 
4418 -8922.3583 -8922.3583 0.0 470.4791 
4419 -8922.3522 -8922.3522 0.0 470.5549 
4420 -8922.3583 -8922.3583 0.0 470.4868 
4421 -8922.3584 -8922.3584 0.0 470.4819 
4422 -8922.3584 -8922.3584 0.0 470.4816 
4423 -8922.3584 -8922.3584 0.0 470.4814 
4424 -8922.3584 -8922.3584 0.0 470.4816 
4425 -8921.8803 -8921.8803 0.0 472.8386 
4426 -8922.6418 -8922.6418 0.0 471.4306 
4427 -8922.634 -8922.634 0.0 471.5799 
4428 -8922.6415 -8922.6415 0.0 471.4458 
4429 -8922.6418 -8922.6418 0.0 471.4321 
4430 -8922.6418 -8922.6418 0.0 471.4306 
4431 -8922.4449 -8922.4449 0.0 471.797 
4432 -8922.9717 -8922.9717 0.0 471.648 
4433 -8922.9663 -8922.9663 0.0 471.6693 
4434 -8922.9716 -8922.9716 0.0 471.6502 
4435 -8922.9717 -8922.9717 0.0 471.6485 
4436 -8922.9717 -8922.9717 0.0 471.6486 
4437 -8922.9717 -8922.9717 0.0 471.6485 
4438 -8922.5472 -8922.5472 0.0 470.2207 
4439 -8923.26 -8923.26 0.0 471.1474 
4440 -8923.253 -8923.253 0.0 471.0624 
4441 -8923.26 -8923.26 0.0 471.139 
4442 -8923.2601 -8923.2601 0.0 471.1455 
4443 -8922.8948 -8922.8948 0.0 469.8338 
4444 -8923.5585 -8923.5585 0.0 470.6726 
4445 -8923.5516 -8923.5516 0.0 470.5961 
4446 -8923.5584 -8923.5584 0.0 470.665 
4447 -8923.5585 -8923.5585 0.0 470.6704 
4448 -8922.9243 -8922.9243 0.0 470.752 
4449 -8923.8247 -8923.8247 0.0 470.7521 
4450 -8923.8177 -8923.8177 0.0 470.76 
4451 -8923.8248 -8923.8248 0.0 470.7529 
4452 -8923.8248 -8923.8248 0.0 470.7527 
4453 -8923.8247 -8923.8247 0.0 470.7527 
4454 -8923.8248 -8923.8248 0.0 470.7527 
4455 -8923.2708 -8923.2708 0.0 469.8804 
4456 -8924.1072 -8924.1072 0.0 470.4872 
4457 -8924.0995 -8924.0995 0.0 470.4348 
4458 -8924.107 -8924.107 0.0 470.4821 
4459 -8924.1072 -8924.1072 0.0 470.4867 
4460 -8924.1072 -8924.1072 0.0 470.4862 
4461 -8924.1069 -8924.1069 0.0 470.4859 
4462 -8924.1072 -8924.1072 0.0 470.4862 
4463 -8923.5707 -8923.5707 0.0 471.9666 
4464 -8924.4088 -8924.4088 0.0 471.1011 
4465 -8924.4005 -8924.4005 0.0 471.1968 
4466 -8924.4087 -8924.4087 0.0 471.1108 
4467 -8924.4088 -8924.4088 0.0 471.1038 
4468 -8923.7462 -8923.7462 0.0 472.2583 
4469 -8924.7093 -8924.7093 0.0 471.5861 
4470 -8924.7005 -8924.7005 0.0 471.6641 
4471 -8924.7092 -8924.7092 0.0 471.594 
4472 -8924.7093 -8924.7093 0.0 471.5874 
4473 -8924.7093 -8924.7093 0.0 471.5861 
4474 -8924.1708 -8924.1708 0.0 470.1351 
4475 -8925.0359 -8925.0359 0.0 471.1102 
4476 -8925.0272 -8925.0272 0.0 471.0239 
4477 -8925.0361 -8925.0361 0.0 471.1015 
4478 -8925.0361 -8925.0361 0.0 471.1038 
4479 -8925.0361 -8925.0361 0.0 471.1047 
4480 -8925.0361 -8925.0361 0.0 471.1053 
4481 -8925.0361 -8925.0361 0.0 471.1058 
4482 -8925.0361 -8925.0361 0.0 471.1062 
4483 -8925.0361 -8925.0361 0.0 471.1058 
4484 -8672.161 -8672.161 0.0 462.5441 
